practice_id,practice_title,subject,module,source_question_no,answer_type,correct_answer,answer_form,canonical_key,answer_source,answer_source_sha256,practice_target_exists,match_status
2026-01-21-a,2026-01-21 A卷,reading,m2,9,fill,societies,word_or_missing_letters,2026-01-21-a:reading:m2:q9,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,10,fill,techniques,word_or_missing_letters,2026-01-21-a:reading:m2:q10,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,11,mc,B,option_key,2026-01-21-a:reading:m2:q11,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,12,mc,C,option_key,2026-01-21-a:reading:m2:q12,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,13,mc,C,option_key,2026-01-21-a:reading:m2:q13,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,14,mc,B,option_key,2026-01-21-a:reading:m2:q14,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,reading,m2,15,mc,A,option_key,2026-01-21-a:reading:m2:q15,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,1,mc,B,option_key,2026-01-21-a:listening:m1:q1,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,2,mc,B,option_key,2026-01-21-a:listening:m1:q2,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,3,mc,D,option_key,2026-01-21-a:listening:m1:q3,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,4,mc,C,option_key,2026-01-21-a:listening:m1:q4,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,5,mc,B,option_key,2026-01-21-a:listening:m1:q5,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,6,mc,D,option_key,2026-01-21-a:listening:m1:q6,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,7,mc,C,option_key,2026-01-21-a:listening:m1:q7,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,8,mc,D,option_key,2026-01-21-a:listening:m1:q8,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,9,mc,D,option_key,2026-01-21-a:listening:m1:q9,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,10,mc,A,option_key,2026-01-21-a:listening:m1:q10,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,11,mc,C,option_key,2026-01-21-a:listening:m1:q11,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,12,mc,A,option_key,2026-01-21-a:listening:m1:q12,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,13,mc,B,option_key,2026-01-21-a:listening:m1:q13,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,14,mc,C,option_key,2026-01-21-a:listening:m1:q14,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,15,mc,B,option_key,2026-01-21-a:listening:m1:q15,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,16,mc,C,option_key,2026-01-21-a:listening:m1:q16,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,17,mc,C,option_key,2026-01-21-a:listening:m1:q17,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,18,mc,D,option_key,2026-01-21-a:listening:m1:q18,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,False,answer_without_target
2026-01-21-a,2026-01-21 A卷,listening,m1,19,mc,C,option_key,2026-01-21-a:listening:m1:q19,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,20,mc,D,option_key,2026-01-21-a:listening:m1:q20,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,21,mc,A,option_key,2026-01-21-a:listening:m1:q21,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,22,mc,A,option_key,2026-01-21-a:listening:m1:q22,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,23,mc,A,option_key,2026-01-21-a:listening:m1:q23,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,24,mc,B,option_key,2026-01-21-a:listening:m1:q24,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,25,mc,C,option_key,2026-01-21-a:listening:m1:q25,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,26,mc,A,option_key,2026-01-21-a:listening:m1:q26,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,27,mc,B,option_key,2026-01-21-a:listening:m1:q27,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,28,mc,C,option_key,2026-01-21-a:listening:m1:q28,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,29,mc,C,option_key,2026-01-21-a:listening:m1:q29,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,30,mc,C,option_key,2026-01-21-a:listening:m1:q30,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,31,mc,A,option_key,2026-01-21-a:listening:m1:q31,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m1,32,mc,C,option_key,2026-01-21-a:listening:m1:q32,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,1,mc,D,option_key,2026-01-21-a:listening:m2:q1,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,2,mc,D,option_key,2026-01-21-a:listening:m2:q2,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,3,mc,A,option_key,2026-01-21-a:listening:m2:q3,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,4,mc,D,option_key,2026-01-21-a:listening:m2:q4,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,5,mc,C,option_key,2026-01-21-a:listening:m2:q5,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,6,mc,B,option_key,2026-01-21-a:listening:m2:q6,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,7,mc,A,option_key,2026-01-21-a:listening:m2:q7,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,8,mc,D,option_key,2026-01-21-a:listening:m2:q8,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,9,mc,C,option_key,2026-01-21-a:listening:m2:q9,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,False,answer_without_target
2026-01-21-a,2026-01-21 A卷,listening,m2,10,mc,A,option_key,2026-01-21-a:listening:m2:q10,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,11,mc,B,option_key,2026-01-21-a:listening:m2:q11,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,12,mc,B,option_key,2026-01-21-a:listening:m2:q12,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,13,mc,A,option_key,2026-01-21-a:listening:m2:q13,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,14,mc,D,option_key,2026-01-21-a:listening:m2:q14,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,listening,m2,15,mc,B,option_key,2026-01-21-a:listening:m2:q15,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,writing,m1,1,order,do you know if the due dates have been updated ?,sentence,2026-01-21-a:writing:m1:q1,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,writing,m1,2,order,Can you tell me whether it will be online or in-person ?,sentence,2026-01-21-a:writing:m1:q2,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
2026-01-21-a,2026-01-21 A卷,writing,m1,3,order,I missed the class this morning .,sentence,2026-01-21-a:writing:m1:q3,1.21新托福真题A卷/新托福真题01参考答案.pdf,123e64e47e08b47a346f73a2d2e077b10e7ba8290bc20a111b9a4ab6d2ad8be4,True,mapped
